title,content,summarization
"2/4 cổ phiếu đắt nhất sàn chứng khoán đồng loạt tăng kịch trần trong một ngày đều tồn tại trên dưới 60 năm, chung ngành nghề, trùng thói quen bạo chi cổ tức tiền mặt","điều gây chú ý là việc vcf và hlb là 2 cổ phiếu nằm trong top 4 mã chứng khoán thị giá đắt nhất trên sàn chỉ sau hai mã vnz và wcs. do đó, mức tăng tính theo giá trị tuyệt đối là tương đối lớn, mỗi cổ phiếu vcf có thêm 15.200 đồng trong khi hlb tăng tới 38.300 đồng/cp chỉ trong 1 phiên giao dịch. dù tăng mạnh song với đặc tính giá cao và cổ đông cô đặc khiến thanh khoản hlb và vcf không quá sôi động. khối lượng khớp lệnh của vcf trong phiên 26/8 đạt 2.400 cổ phiếu, con số này tại hlb vỏn vẹn 100 cổ phiếu. trên dưới 60 năm hình thành và phát triển trong lĩnh vực đồ uống, mỗi năm thu hàng nghìn tỷ về hlb, tiền thân là nhà máy liên hợp thực phẩm hồng gai, thành lập từ năm 1967. trải qua nhiều thay đổi, công ty chính thức chuyển đổi thành ctcp bia nước giải khát hạ long vào tháng 2/2003. cổ phiếu hlb lên sàn upcom từ tháng 2/2017, vốn điều lệ công ty hiện đạt gần 31 tỷ đồng. các sản phẩm của hlb bao gồm bia hạ long classic, bia hạ long sapphire, bia hạ long golden về tình hình kinh doanh, sau năm 2023 nhiều khó khăn, hlb tiếp tục thận trọng trong việc lên kế hoạch cho 2024. doanh nghiệp dự kiến doanh thu thuần 1.751 tỷ đồng, tăng 19 so với thực hiện năm 2023 và là mức cao kỷ lục. tuy nhiên lợi nhuận sau thuế chỉ lên mục tiêu đạt 98,1 tỷ đồng. nếu thực hiện đúng kế hoạch, đây sẽ là năm thứ hai liên tiếp doanh nghiệp này ghi nhận lợi nhuận đi lùi sau chuỗi tăng trưởng bền bỉ trước đó. trong khi đó, vinacafe biên hòa cũng là cái tên tương đối quen thuộc với người dân việt nam trong lĩnh vực đồ uống. doanh nghiệp được thành lập vào năm 1963 với tên gọi công ty cà phê biên hòa. sau hơn 60 năm phát triển, doanh nghiệp đã trở thành một trong những nhà sản xuất cà phê hòa tan hàng đầu tại việt nam. vinacafe biên hòa có thế mạnh về thương hiệu lâu đời, với các sản phẩm cà phê nổi tiếng như vinacafé, wake-up, doanh nghiệp cũng có nhà máy sản xuất hiện đại, với công suất sản xuất hàng năm lên tới 50.000 tấn.","Hai cổ phiếu VCF và HLB thuộc top 4 mã chứng khoán có giá trị thị trường cao nhất, ghi nhận mức tăng giá trị tuyệt đối đáng kể trong phiên giao dịch 26/8, mặc dù thanh khoản không quá sôi động do đặc điểm giá cao và cổ đông cô đặc. Mặc dù doanh nghiệp bia nước giải khát Hạ Long (HLB) đặt mục tiêu doanh thu kỷ lục 1.751 tỷ đồng trong năm 2024, lợi nhuận sau thuế lại dự kiến giảm, cho thấy sự thận trọng trong bối cảnh thị trường đầy thách thức. 
"
3 cổ phiếu này có thể lọt tầm ngắm của các cá mập tổng quy mô 20.000 tỷ trong kỳ review tháng 9,"tiếp sau đó 1 tuần, vào rạng sáng 13/9, marketvector cũng sẽ công bố danh mục cổ phiếu thuộc chỉ số marketvector vietnam local index. ngày 20/9, các quỹ etf trên sẽ hoàn tất cơ cấu toàn bộ danh mục. hiện tại, tổng tài sản của quỹ ftse etf tham chiếu chỉ số ftse vietnam index đạt xấp xỉ 7.400 tỷ đồng, quỹ v.n.m etf tham chiếu marketvector vietnam local index có quy mô đạt 12.500 đồng. chứng khoán ssi vừa có dự phóng về hoạt động cơ cấu danh mục các etf. với chỉ số ftse vietnam index, ssi research dự báo 3 mã kdh, frt, fts có thể được thêm vào rổ chỉ số. cụ thể, trong số các tiêu chí của ftse về vốn hóa, thanh khoản, free float và room ngoại còn lại, kdh đã đáp ứng được tiêu chí cuối cùng sau khi room ngoại còn lại tăng lên mức 11,9. ngoài ra, đối với frt và fts, so với kỳ trước, hai cổ phiếu này đã đáp ứng đủ tiêu chí về thanh khoản ở chiều ngược lại, cổ phiếu evf có thể bị loại khỏi rổ chỉ số do không thỏa mãn điều kiện về tỷ lệ free-float và vốn hóa free-float. với kịch bản này, ssi research ước tính quỹ ftse vietnam swap ucits etf sẽ mua khoảng 5,1 triệu cổ phiếu kdh, 805.000 cổ phiếu frt và 2 triệu cổ phiếu fts để thêm mới vào danh mục. ngược lại, quỹ sẽ bán khoảng 4,29 triệu cổ phiếu evf, đồng thời vix và vnd là hai mã bị giảm tỷ trọng mạnh khi có thể bị bán ra lần lượt là 8,9 triệu cổ phiếu và 4,2 triệu cổ phiếu.","Ngày 13/9, Marketvector sẽ công bố danh mục cổ phiếu thuộc chỉ số Marketvector Vietnam Local Index, hoàn tất cơ cấu vào ngày 20/9. SSI Research dự đoán KDH, FRT và FTS sẽ được thêm vào rổ chỉ số FTSE Vietnam Index, trong khi EVF có thể bị loại do không đáp ứng tiêu chí về free-float và vốn hóa free-float. SSI Research ước tính quỹ FTSE Vietnam Swap UCITS ETF sẽ mua vào KDH, FRT, FTS và bán ra EVF, VIX, VND để điều chỉnh danh mục theo chỉ số mới.
"
3 kịch bản cho thị trường chứng khoán việt nam giai đoạn cuối năm,"báo cáo chiến lược của chứng khoán bidv bsc cho biết áp lực bán ròng của nđtnn tiếp tục hiện hữu trong bối cảnh dòng tiền nđt cá nhân trong nước có phần chững lại. áp lực tỷ giá vnd/usd mặc dù không còn căng thẳng nhưng tiếp tục duy trì ở mức cao. đồng thời, bsc đánh giá kết quả kinh doanh quý 2/24 của các doanh nghiệp đã phản ánh lên diễn biến giá nhưng không đủ động lực để thị trường tăng điểm ấn tượng trong bối cảnh không có nhiều thông tin tích cực hỗ trợ cho thị trường. theo bsc, p/e vn-index kết thúc 31/07/2024 ở mức 13,45 lần, chiết khấu 14 so với p/e trung bình 5 năm và ở gần vùng -1 độ lệch chuẩn p/b tháng 7 ở mức 1,71 lần. nhịp điều chỉnh trong tháng 7 khiến p/e vn-index trở về vùng định giá hấp dẫn hơn so với tháng 6, mở ra cơ hội tích lũy cổ phiếu cho hoạt động đầu tư trung hạn, báo cáo nhấn mạnh. bsc research dự báo 3 kịch bản cho vn-index năm 2024. kịch bản tiêu cực, vn-index tiệm cận 1.200 điểm. với kịch bản cơ sở, vn-index sẽ đạt 1.298 điểm. trong kịch bản tích cực, vn-index hướng tới 1.425 điểm với p/e vn-index dự báo vận động trong vùng 14,5 - 15,25. về thanh khoản, giá trị giao dịch trung bình t7/2024 trên cả 3 sàn đạt 19.368 tỷ đồng/phiên, giảm 26,52 so mới tháng 6. nhịp điều chỉnh mạnh cuối tháng 6 khiến tâm lý nhà đầu tư trên thị trường trở nên thận trọng, do vậy, thanh khoản trên thị trường t7/2024 ghi nhận sự sụt giảm. bsc cho biết, nhà đầu tư cá nhân tiếp tục mua ròng trong tháng 7 trong bối cảnh khối ngoại duy trì đà bán ròng liên tiếp. môi trường lãi suất thấp tiếp tục là động lực thu hút dòng tiền của nđt cá nhân vào thị trường, hấp thụ lực bán của khối ngoại.","Báo cáo của Chứng khoán BIDV BSC cho thấy thị trường chứng khoán Việt Nam đang chịu áp lực bán ròng từ nhà đầu tư nước ngoài, trong khi dòng tiền từ nhà đầu tư cá nhân trong nước chững lại. Mặc dù kết quả kinh doanh quý 2/2024 của các doanh nghiệp đã phản ánh lên diễn biến giá, thị trường vẫn chưa có động lực tăng điểm do thiếu thông tin tích cực hỗ trợ. BSC dự báo thị trường sẽ dao động trong khoảng từ 1.200 điểm đến 1.425 điểm trong năm 2024, với mức định giá hấp dẫn hơn so với tháng trước, mở ra cơ hội cho hoạt động đầu tư trung hạn. 
"
347 triệu cổ phiếu của xây dựng hoà bình hbc sẽ chuyển sang sàn giao dịch upcom,"cập nhật tại thông báo mới nhất, hbc cho biết sẽ tiến hành chuyển niêm yết gần 347,2 triệu cổ phiếu sang sàn upcom thuộc sở giao dịch chứng khoán hà nội hnx. việc chuyển sàn giao dịch này dự kiến hoàn tất trong tháng 8/2024. trong quá trình chuyển sàn và sau khi niêm yết trên upcom, hbc cam kết sẽ tiếp tục thực hiện nghiêm túc nghĩa vụ công bố thông tin theo quy định, đảm bảo tính minh bạch và bảo vệ quyền lợi của cổ đông, nhà đầu tư. chúng tôi nhận thức rõ tầm quan trọng của việc duy trì kênh thông tin liên tục và đáng tin cậy với cộng đồng đầu tư, đặc biệt trong giai đoạn chuyển đổi này, thông báo của hbc nêu. trong 6 tháng đầu năm 2024, hbc cho biết đã nỗ lực khắc phục và ghi nhận sự cải thiện của nhiều chỉ số tài chính doanh thu đạt 3.810,82 tỷ đồng, tăng 10,1 so với cùng kỳ 2023 và lợi nhuận sau thuế đạt 740,91 tỷ đồng, cải thiện đáng kể so với khoản lỗ 713,21 tỷ đồng cùng kỳ năm trước. công ty sẽ tiếp tục triển khai việc tăng vốn chủ sở hữu theo kế hoạch đã báo cáo trong đại hội đồng cổ đông thường niên năm 2024. hbc đã hoàn thành việc hoán đổi 730,8 tỷ đồng nợ thành 73,08 triệu cổ phiếu cho 99 nhà cung cấp, nhà thầu phụ vào ngày 29/06/2024, giúp tăng vốn điều lệ lên 3.472 tỷ đồng, tương đương mức tăng 21,05. bên cạnh đó, công ty đang tích cực tái cấu trúc toàn diện bao gồm tối ưu hóa bộ máy quản lý, tinh gọn nhân sự, nâng cao năng suất lao động và hiệu quả hoạt động sản xuất kinh doanh. về chiến lược kinh doanh, theo xây dựng hoà bình, doanh nghiệp sẽ tiếp tục đẩy mạnh mở rộng thị trường trong và ngoài nước. tại hoa kỳ, hbc đã khởi công dự án the grove apartments tại california vào tháng 4/2024. sắp tới, hòa bình sẽ triển khai thi công 2 dự án hạ tầng lớn ở campuchia trong năm 2024. bên cạnh việc củng cố năng lực tổng thầu thiết kế thi công, hbc còn hoàn thiện năng lực đầu tư, quản lý vận hành và khai thác các công trình nhà ở xã hội trong và ngoài nước. ngoài ra, hbc còn hợp tác với nhiều chủ đầu tư trong nước tham gia thực hiện các dự án cải tạo chung cư, các khu đô thị ở nhiều tỉnh thành trong cả nước, bao gồm thành phố hồ chí minh, hà nội, hải phòng, vĩnh phúc, bắc giang, quảng nam, đà nẵng, bình thuận, đồng nai,","Công ty cổ phần xây dựng Hòa Bình (HBC) sẽ chuyển niêm yết gần 347,2 triệu cổ phiếu sang sàn UPCoM thuộc Sở giao dịch chứng khoán Hà Nội (HNX) vào tháng 8/2024. HBC cam kết duy trì minh bạch và bảo vệ quyền lợi cổ đông, đồng thời công bố kết quả kinh doanh khả quan trong 6 tháng đầu năm 2024, với doanh thu tăng 10,1% và lợi nhuận sau thuế đạt 740,91 tỷ đồng. Bên cạnh đó, HBC đang tập trung tái cấu trúc toàn diện, mở rộng thị trường trong và ngoài nước, và đẩy mạnh đầu tư vào lĩnh vực nhà ở xã hội. 
"
730 triệu cổ phiếu bge của bcg energy sẽ lên sàn upcom vào 31/7,"ngày giao dịch đầu tiên của bge trên sàn upcom là 31/7/2024. giá tham chiếu trong ngày giao dịch đầu tiên là 15.600 đồng/cổ phiếu, biên độ dao động /- 40. số lượng chứng khoán đăng ký giao dịch là 730 triệu cổ phiếu, tương đương vốn hóa đạt 11.388 tỷ đồng. bcg energy bắt đầu làm thủ tục ipo từ năm 2023. ngày 20/5/2024 bcg energy chính thức trở thành công ty đại chúng, sau đó được tổng công ty lưu ký và bù trừ chứng khoán vsdc cấp mã chứng khoán bge vào ngày 18/6/2024. việc giao dịch trên upcom ngày 31/7 tới đây là cột mốc quan trọng trong hành trình trở thành công ty niêm yết chính thức của bcg energy. bcg energy được thành lập vào năm 2017, là công ty trụ cột mảng năng lượng của tập đoàn bamboo capital. hiện nay, công ty đang có vốn điều lệ là 7.300 tỷ đồng, vốn chủ sở hữu gần 10.000 tỷ đồng và tổng tài sản gần 20.000 tỷ đồng. công ty đang vận hành khoảng 600 mw điện mặt trời và là doanh nghiệp năng lượng tái tạo trong top 3 của việt nam. về hoạt động kinh doanh, trong ba năm gần đây, bcg energy liên tục ghi nhận kết quả tích cực. năm 2021, công ty đạt doanh thu 760 tỷ đồng, sang năm 2022, doanh thu tăng trưởng mạnh 40 lên 1.064 tỷ đồng. trong năm 2023, doanh thu thuần bcg enegy tăng 5,8, đạt hơn 1.125 tỷ đồng, mức tăng trưởng chủ yếu đến từ việc các nhà máy điện mặt trời và các hệ thống điện mặt trời áp mái đã vận hành đạt hiệu suất hơn 100 so với dự phóng. song song với sự tăng trưởng tích cực về mặt doanh thu, tỷ lệ nợ trên vốn chủ sở hữu của bcg energy liên tục giảm qua các năm. cuối năm 2021, tỷ lệ nợ trên vốn chủ sở hữu của bcg energy là 2,77 lần, kết thúc năm 2022 tỷ lệ này giảm về 1,9 lần và tại cuối năm 2023 chỉ còn 0,96 lần. bên cạnh đó, tỷ lệ nợ vay trên vốn chủ sở hữu của bcg energy tính đến cuối năm 2023 cũng giảm về mức an toàn 0,66 lần. về kết quả kinh doanh trong năm 2024, kết thúc quý 1, mảng năng lượng tái tạo của bcg energy đóng góp lớn nhất vào tổng doanh thu của tập đoàn bamboo capital, chiếm 32,5 tương đương 320,4 tỷ đồng. mảng năng lượng tái tạo được kỳ vọng sẽ đóng góp chính vào doanh thu và lợi nhuận của tập đoàn trong các quý tới đây.","Ngày 31/7/2024, BCG Energy (BGE) chính thức giao dịch trên sàn UPCoM với giá tham chiếu 15.600 đồng/cổ phiếu. Đây là cột mốc quan trọng trong hành trình trở thành công ty niêm yết chính thức của BCG Energy, đơn vị hoạt động trong lĩnh vực năng lượng tái tạo, với vốn hóa đạt 11.388 tỷ đồng và hiện đang vận hành khoảng 600 MW điện mặt trời.  BCG Energy đang có kết quả kinh doanh khả quan, với doanh thu tăng trưởng mạnh trong 3 năm gần đây và tỷ lệ nợ trên vốn chủ sở hữu giảm dần, cho thấy tiềm năng phát triển vững chắc trong tương lai. 
"
"acv 8 tháng đầu năm, khách quốc tế qua cảng hàng không tăng mạnh 32, nhiều hạng mục dự án long thành vượt tiến độ","cụ thể, lũy kế 8 tháng đầu năm, sản lượng cất hạ cánh chc đạt 460.135 lượt chuyến, đạt 65 kế hoạch năm và giảm khoảng 8 so với cùng kỳ 2023. trong đó, chc quốc tế đạt 170.362 lượt chuyến, tăng 22 chc trong nước đạt 289.772 lượt chuyến, giảm 19,5. sản lượng hành khách 8 tháng đạt gần 76 triệu khách, tương đương 67 kế hoạch năm đồng thời giảm 4 so với cùng kỳ năm trước. trong đó khách quốc tế đạt hơn 27 triệu khách, tăng 32 ngược lại khách trong nước giảm 17 xuống còn hơn 48 triệu khách. sản lượng hàng hóa, bưu kiện đạt 995.304 tấn, đạt 73 kế hoạch năm, tăng 26. trong đó hh-bk quốc tế đạt 691.053 tấn, tăng 23, hh-bk trong nước đạt 304.251 tấn, tăng 33 so với cùng kỳ năm 2023. acv cho biết công tác an ninh, an toàn tại các cảng hàng không được đảm bảo tuyệt đối, không để xảy ra các sự cố nghiêm trọng trong hoạt động khai thác tại các cảng hàng không phục vụ tốt các chuyến bay chuyên cơ, ưu tiên của đảng, nhà nước và các đoàn khách quốc tế. chất lượng dịch vụ an ninh, an toàn khai thác ngày càng nâng cao, các chỉ số về vụ việc có xu hướng giảm so với cùng kỳ năm 2023. toàn mạng cảng 8 tháng đã ghi nhận 186 vụ việc về anhk, giảm 43 vụ việc so với cùng kỳ năm trước. về công tác an toàn, trong 8 tháng tại các cảng hàng không trực thuộc acv sự cố - vụ việc trong cả 3 lĩnh vực khai thác cảng hàng không, quản lý hoạt động bay và khai thác tàu bay đã giảm 20 so với cùng kỳ năm 2023. năng lực quản trị khai thác tiếp tục được nâng cao. công tác quản lý kỹ thuật được các cơ quan, đơn vị triển khai thực hiện theo quy chế của tổng công ty. a cv hoàn thành kế hoạch bay kiểm tra hiệu chuẩn mùa bay 2023-2024 đối với 21 cảng hàng không. kết quả cho thấy, các hệ thống đảm bảo yêu cầu hoạt động khai thác.","Trong 8 tháng đầu năm, hoạt động của các cảng hàng không thuộc ACV ghi nhận sản lượng cất hạ cánh đạt 65% kế hoạch, giảm 8% so với cùng kỳ năm trước. Sản lượng hành khách đạt 67% kế hoạch, giảm 4%, trong đó khách quốc tế tăng 32% và khách nội địa giảm 17%. Sản lượng hàng hóa và bưu kiện tăng 26% so với cùng kỳ, đạt 73% kế hoạch. 
"
ai chatbot stocktraders cách mạng hóa đầu tư chứng khoán cho nhà đầu tư cá nhân,"trong thời đại công nghệ 4.0, việc ứng dụng trí tuệ nhân tạo ai vào nhiều lĩnh vực, bao gồm cả đầu tư chứng khoán, đang ngày càng phổ biến. tuy nhiên, nhiều nhà đầu tư cá nhân ở việt nam vẫn chưa hoàn toàn tin tưởng vào các công cụ ai, cho rằng sự nhạy bén của con người vẫn vượt trội hơn. sự xuất hiện của các chatbot ai như gpt đã tạo ra một làn sóng mới trên toàn cầu, làm thay đổi nhiều lĩnh vực từ giáo dục, y tế đến kinh doanh. trong lĩnh vực đầu tư chứng khoán, mặc dù những công cụ này hứa hẹn cung cấp thông tin và phân tích chuyên sâu, nhưng vẫn chưa có một chatbot nào thực sự được thiết kế riêng biệt để đáp ứng đầy đủ nhu cầu đa dạng của các nhà đầu tư, đặc biệt là trong việc xử lý các tình huống phức tạp và đưa ra các chiến lược đầu tư cá nhân hóa. từ ứng dụng đầu tư stocktraders đến ai chatbot chuyên biệt nhận thấy nhu cầu của thị trường, công ty stocktraders đã tiên phong trong việc phát triển hệ thống phân tích ai stocktraders từ năm 2013. trải qua nhiều năm nghiên cứu và phát triển, stocktraders đã tạo ra một hệ thống ai hiệu quả, giúp nhà đầu tư đưa ra các quyết định thông minh hơn. tiếp nối thành công đó, stocktraders tiếp tục khẳng định vị thế tiên phong với sự ra mắt của ai chatbot stocktraders - trợ lý ảo thông minh dành riêng cho nhà đầu tư cá nhân trên thị trường chứng khoán việt nam. đột phá công nghệ với ai chatbot stocktraders ai chatbot stocktraders được xây dựng trên nền tảng dữ liệu khổng lồ và chuyên sâu về thị trường chứng khoán việt nam. chatbot này mang đến khả năng phân tích và dự báo thị trường một cách chính xác và kịp thời.","Trong lĩnh vực đầu tư chứng khoán, việc ứng dụng AI đang ngày càng phổ biến nhưng nhiều nhà đầu tư Việt Nam vẫn còn e dè. Nhận thức được nhu cầu này, công ty Stocktraders đã tiên phong phát triển hệ thống phân tích AI Stocktraders và mới đây là AI chatbot Stocktraders, một trợ lý ảo thông minh dành riêng cho nhà đầu tư cá nhân tại Việt Nam. Hệ thống này được xây dựng trên nền tảng dữ liệu khổng lồ và chuyên sâu về thị trường chứng khoán Việt Nam, cung cấp khả năng phân tích và dự báo thị trường chính xác và kịp thời. 
"
anh trai ông lê viết hải bất ngờ muốn gom thêm cổ phiếu khi xây dựng hòa bình hbc vào diện bị huỷ niêm yết,"nếu hoàn tất giao dịch, ông hưng dự kiến nâng lượng cổ phiếu hbc nắm giữ lên gần 1,4 triệu đơn vị tương ứng 0,39 vốn. ông lê viết hưng là anh ruột ông lê viết hải, chủ tịch hđqt xây dựng hòa bình. hiện, ông hải đang nắm giữ gần 47 triệu cổ phiếu hbc tương ứng 13,53 vốn cổ phần. trên sàn chứng khoán, cổ phiếu hbc đang trôi về vùng đáy hàng chục năm, hiện giao dịch ở mức 5.850 đồng/cp. ước tính theo mức thị giá này, ông hưng phải chi khoảng 3 tỷ đồng cho giao dịch trên. động thái nâng sở hữu tại hbc của ông hưng là khá bất ngờ khi cổ phiếu hbc nằm trong diện bị hose hủy niêm yết bắt buộc. hose đã quyết định huỷ niêm yết bắt buộc với cổ phiếu của công ty cp tập đoàn xây dựng hòa bình mã hbc do bctc hợp nhất kiểm toán năm 2023 ghi nhận lợi nhuận sau thuế chưa phân phối tính đến ngày 31/12/2023 âm 3.240 tỷ đồng, vượt quá vốn điều lệ thực góp của công ty là 2.741 tỷ đồng. liên quan tới sự việc trên, tập đoàn hòa bình đã có công văn phúc đáp tới hose, qua đó khẳng định không đồng ý với các căn cứ hose áp dụng để xem xét hủy niêm yết bắt buộc đối với cổ phiếu hbc. thứ nhất, về việc xem xét điều kiện lỗ lũy kế trên báo cáo tài chính kiểm toán hợp nhất hay trên báo cáo tài chính kiểm toán riêng. hiện nay, chưa có bất kỳ văn bản pháp luật của cơ quan có thẩm quyền nào hướng dẫn áp dụng hay giải thích pháp luật đối với trường hợp này. thứ hai, hbc cho rằng việc hose căn cứ vào tiền lệ trước đây lịch sử áp dụng để xem xét hủy niêm yết cổ phiếu hbc là không phù hợp với pháp luật hiện hành.","Ông Lê Viết Hưng, anh ruột Chủ tịch HĐQT Hòa Bình, dự kiến nâng lượng cổ phiếu HBC nắm giữ lên gần 1,4 triệu đơn vị, tương ứng 0,39% vốn. Việc này diễn ra bất ngờ khi cổ phiếu HBC đang đối mặt với nguy cơ bị HOSE hủy niêm yết bắt buộc do lỗ lũy kế vượt quá vốn điều lệ. Tập đoàn Hòa Bình đã phản hồi lại HOSE, cho rằng việc áp dụng tiền lệ để xem xét hủy niêm yết là không phù hợp với pháp luật hiện hành. 
"
ba rủi ro khiến vn-index có thể giảm điểm tiếp,"với việc điều chỉnh nhanh và mạnh, chủ yếu theo đà diễn biến của chứng khoán toàn cầu thay vì phản ánh bức tranh kém khả quan về hoạt động kinh doanh của doanh nghiệp, nhóm phân tích kỳ vọng thị trường sẽ sớm cân bằng trở lại. cũng theo vdsc, song hành mức tăng trưởng kinh tế cao trong nửa đầu năm, kết quả kinh doanh 6 tháng của các doanh nghiệp niêm yết có xu hướng phục hồi và tăng trưởng ở hầu hết các nhóm ngành, đặc biệt từ đầu quý ii/2024 nhờ tăng trưởng quy mô, cải thiện vòng quay tài sản và biên lợi nhuận. năm 2024, tăng trưởng eps toàn thị trường có thể đạt mức 14-18, với động lực đến từ các nhóm ngành ngân hàng và bất động sản, và xu hướng tăng trưởng được duy trì ở các nhóm ngành còn lại. mức chênh lệch lợi tức trên 4 thường chỉ xảy ra khi có cơn gió ngược bất ngờ và thường qua đi nhanh chóng, giúp thị trường sớm tái cân bằng và phục hồi. vùng p/e hợp lý trong quý iii/2024 của chỉ số có thể kỳ vọng 14x-15x, tương ứng vùng điểm vn-index giao dịch cân bằng là 1.237-1.325. về dài hạn, dựa vào triển vọng tăng trưởng lợi nhuận và kịch bản p/e giao dịch trong vùng 13,5-15 lần, vùng điểm hợp lý của vn-index là 1.236-1.420, sau khi phản ánh tăng trưởng kết quả kinh doanh năm 2024 so với năm 2023. tuy nhiên, theo vdsc, các rủi ro vẫn đang hiện hữu trên thị trường như thông điệp và quan điểm điều hành chính sách tiền tệ của ngân hàng dự trữ liên bang mỹ fed, căng thẳng địa chính trị và thị trường trái phiếu doanh nghiệp trong nước.","Thị trường chứng khoán Việt Nam đang chứng kiến sự điều chỉnh mạnh, nhưng nhóm phân tích kỳ vọng thị trường sẽ sớm cân bằng trở lại do kết quả kinh doanh của doanh nghiệp niêm yết tăng trưởng tốt. Dự báo tăng trưởng lợi nhuận năm 2024 cao, đặc biệt từ nhóm ngành ngân hàng và bất động sản, sẽ hỗ trợ thị trường. Tuy nhiên, các rủi ro từ chính sách tiền tệ của Fed, căng thẳng địa chính trị và thị trường trái phiếu doanh nghiệp vẫn là những yếu tố cần theo dõi.
"
"bamboo capital bcg báo lãi sau thuế quý 2/2024 đạt 319 tỷ đồng, tăng trưởng 98","đóng góp chính về doanh thu đến từ mảng năng lượng tái tạo 369,4 tỷ chiếm 33,1, xây dựng hạ tầng 338,5 tỷ chiếm 30,4 và dịch vụ tài chính 180,2 tỷ chiếm 16,2 tỷ trọng doanh thu của tập đoàn. đáng chú ý, lợi nhuận sau thuế quý 2/2024 đạt 318,6 tỷ đồng, tăng mạnh 98,2 so với quý 2/2023. lũy kế 6 tháng đầu năm 2024, doanh thu thuần hợp nhất của bamboo capital đạt 2.100,3 tỷ đồng, tăng 15,7 so với cùng kỳ. cơ cấu doanh thu được đóng góp chủ yếu từ mảng năng lượng tái tạo 689,8 tỷ đồng chiếm 32,8, xây dựng hạ tầng 560,7 tỷ chiếm 26,7 và dịch vụ tài chính 366,0 tỷ chiếm 17,4 tổng doanh thu của tập đoàn. doanh thu mảng năng lượng tái tạo bứt phá trong nửa đầu năm 2024 nhờ vào hiệu suất hoạt động tốt của các nhà máy điện mặt trời. trong đó, đà tăng trưởng chủ yếu đến từ sản lượng điện của nhà máy điện mặt trời phù mỹ 330 mw đạt 268 triệu kwh, tăng 44,9 so với cùng kỳ do được bổ sung thêm sản lượng từ 114mw vận hành thương mại từ 31/5/2023. mảng năng lượng tái tạo của bcg energy đang dần trở thành trụ cột quan trọng, mang về nguồn thu lớn cho tập đoàn bamboo capital. bên cạnh đó, mảng xây dựng - hạ tầng của tracodi tiếp tục đóng góp nguồn thu tích cực nhờ vào việc nghiệm thu các công trình và hoạt động sản xuất khai thác đá. lợi nhuận sau thuế 6 tháng đầu năm của bamboo capital đạt 416,8 tỷ đồng, tăng 137,3 so với cùng kỳ năm 2023. chi phí tài chính giảm mạnh 413,0 tỷ đồng, tương ứng giảm 32,1 so với quý 2 năm trước. bên cạnh sự tăng trưởng về mặt doanh thu, nguyên nhân chủ yếu khiến lợi nhuận của bamboo capital bứt phá là nhờ chi phí tài chính từ bcg energy được quản lý hiệu quả. bcg energy đã chủ động mua lại trước hạn toàn bộ 2 lô trái phiếu riêng lẻ trị giá 2.500 tỷ đồng, giúp giảm áp lực lớn về lãi vay và các khoản chi phí quản lý tài sản đảm bảo của lô trái phiếu này. tổng tài sản tập đoàn tính đến ngày 30/6/2024 đạt 45.308,3 tỷ đồng, tăng 7,9 so với thời điểm đầu năm 2024 do hợp nhất ctcp dược phẩm tipharco hnx dtg vào hệ sinh thái bamboo capital. đáng chú ý, vốn chủ sở hữu của bcg tại thời điểm 30/06/2024 ghi nhận 20.987,9 tỷ đồng, tăng 20,2 so với thời điểm đầu năm nhờ vào việc hoàn thành tăng vốn lên 8.002 tỷ đồng của bamboo capital từ đợt chào bán cổ phiếu ra công chúng trong quý 2/2024. tỷ lệ đòn bẩy tài chính của bamboo capital tiếp tục giảm về mức an toàn.","Doanh thu của Bamboo Capital trong quý 2/2024 tăng trưởng mạnh nhờ vào mảng năng lượng tái tạo, đạt 369,4 tỷ đồng, chiếm 33,1% tổng doanh thu. Lợi nhuận sau thuế của tập đoàn cũng tăng mạnh 98,2% so với cùng kỳ, đạt 318,6 tỷ đồng, chủ yếu nhờ vào việc quản lý chi phí tài chính hiệu quả, đặc biệt là việc mua lại trước hạn trái phiếu của BCG Energy. Tổng tài sản của Bamboo Capital tăng 7,9% so với đầu năm 2024, đạt 45.308,3 tỷ đồng, do việc hợp nhất CTCP Dược phẩm Tipharco vào hệ sinh thái Bamboo Capital.
"
