,title,content,summarization
0,"1 lít xăng gánh bao nhiêu chi phí kinh doanh định mức, lợi nhuận định mức...?","chi phí kinh doanh định mức áp dụng trong công thức giá cơ sở xăng dầu với mặt hàng xăng e5 ron92 là 1.250 đồng/lít, xăng ron95 là 1.140 đồng/lít, dầu diesel 1.170 đồng/lít, dầu hỏa 1.180 đồng/lít, dầu mazut 430 đồng/kg. đối với tỷ lệ của chi phí kinh doanh định mức và lợi nhuận định mức, nhằm xác định khoản chi phí về thuế tiêu thụ đặc biệt trong giá cơ sở với mặt hàng xăng sẽ giữ nguyên mức đang áp dụng là 15. ngoài ra, thông báo cũng nêu khoản lợi nhuận định mức trong giá cơ sở xăng dầu được áp dụng theo quy định tại điều 11 thông tư 104 của bộ tài chính là 300 đồng/lít/kg. như vậy, khác với các thông báo trước, chi phí định mức trong giá cơ sở xăng dầu được bộ tài chính tách bạch chi phí đưa xăng dầu từ nước ngoài về cảng việt nam nguồn sản xuất trong nước gồm chi phí đưa xăng dầu từ nhà máy lọc dầu trong nước về cảng và premium với nguồn trong nước. cụ thể, theo thông báo 3775 ngày 10.4.2024 của bộ tài chính gửi bộ công thương về chi phí định mức trong giá cơ sở nguồn xăng dầu nhập khẩu về cảng việt nam với xăng e5 ron92 chỉ 740 đồng/lít, xăng ron95 790 đồng/lít, dầu diesel 530 đồng/lít, dầu mazut 1.150 đồng/kg. tương tự, nguồn sản xuất trong nước gồm premium coi như là lợi nhuận bên bán - nv với xăng e5 ron92 640 đồng/lít, xăng ron95 680 đồng/lít, dầu diesel 230 đồng/lít, dầu hỏa 710 đồng/lít. chi phí đưa từ nhà máy lọc dầu trong nước về cảng lần lượt 270 đồng/lít, 260 đồng/lít, 210 đồng/lít, 420 đồng/lít... có thể thấy, chi phí kinh doanh định mức xăng dầu so với gần 3 tháng trước tăng khá cao. nếu cộng thêm lợi nhuận định mức, riêng 2 khoản chi phí định mức kinh doanh và định mức lợi nhuận, mỗi lít xăng đã gánh gần 2.000 đồng.","Bộ Tài chính đã điều chỉnh chi phí kinh doanh định mức trong giá cơ sở xăng dầu, phân biệt chi phí đưa xăng dầu từ nước ngoài về cảng Việt Nam và chi phí từ nhà máy lọc dầu trong nước về cảng. Chi phí định mức xăng dầu tăng so với 3 tháng trước, cộng với lợi nhuận định mức, tổng chi phí định mức cho mỗi lít xăng đã lên gần 2.000 đồng. Thông báo cũng giữ nguyên tỷ lệ chi phí kinh doanh định mức và lợi nhuận định mức áp dụng cho thuế tiêu thụ đặc biệt, và áp dụng mức lợi nhuận định mức 300 đồng/lít/kg theo quy định. 
"
1,"11 thành viên trúng thầu 13.400 lượng vàng với giá 88,72 - 88,73 triệu đồng/lượng","giá vàng miếng sjc giảm thêm 200.000 đồng mỗi lượng trong sáng 23.5, nâng mức giảm lên 1,1 triệu đồng mỗi lượng. công ty vàng bạc đá quý sài gòn - sjc mua vào 87,8 triệu đồng, bán ra 89,8 triệu đồng. tập đoàn doji mua vào còn 87,8 triệu đồng, bán ra 89,6 triệu đồng. công ty bảo tín minh châu mua vào với giá 87,85 triệu đồng, bán ra 89,5 triệu đồng còn giá vàng nhẫn giảm từ 400.000 - 600.000 đồng mỗi lượng. công ty bảo tín minh châu mua vào 75,62 triệu đồng, bán ra 77,12 triệu đồng tập đoàn doji mua vào 75,65 triệu đồng, bán ra 77,1 triệu đồng công ty sjc mua vào 75,2 triệu đồng, bán ra 76,9 triệu đồng","Giá vàng miếng SJC giảm thêm 200.000 đồng mỗi lượng, nâng tổng mức giảm lên 1,1 triệu đồng. Các công ty vàng bạc lớn như SJC, Doji và Bảo Tín Minh Châu đều điều chỉnh giá mua vào và bán ra cho cả vàng miếng và vàng nhẫn, với mức giảm từ 400.000 - 600.000 đồng mỗi lượng. Sự sụt giảm này phản ánh xu hướng giảm giá chung của thị trường vàng trong nước. 
"
2,"12 năm liên tiếp, vị trí thương hiệu sữa được chọn mua nhiều nhất không đổi ngôi","theo báo cáo năm 2024, vị thế của vinamilk trong ngành sữa một lần nữa được khẳng định, khi các nhãn hiệu đến từ vinamilk tiếp tục chiếm sóng với 3 trong 5 vị trí dẫn đầu danh sách các nhãn hiệu sữa được chọn mua nhiều nhất. cụ thể, vinamilk tiếp tục giữ vững vị trí số 1 trong ngành hàng sữa và các sản phẩm từ sữa, suốt 12 năm liên tiếp từ khi báo cáo được công bố tại việt nam lần đầu tiên đến nay. đáng chú ý, vinamilk có điểm số tiếp cận người tiêu dùng cách biệt gần gấp đôi so với thương hiệu thứ 2 ở cả khu vực nông thôn và thành thị. ở phạm vi rộng hơn, khi xét trên toàn ngành fmcg, vinamilk tiếp tục dẫn đầu ở khu vực thành thị, với điểm crp cao gấp đôi so với 2 nhãn hiệu tiếp sau. đặc biệt hơn, đây là thương hiệu sữa duy nhất xuất hiện ở cả 2 bảng xếp hạng của khu vực nông thôn và thành thị. có thể thấy, vinamilk đang có chỗ đứng rất chắc chắn ở tất cả thị trường, phân khúc, là thương hiệu quốc dân nhà nào cũng có. sở hữu nhiều nhãn hiệu trong top được chọn mua nhiều nhất, vinamilk cũng năm thứ 12 bảo vệ thành công vị trí của mình trong top 3 nhà sản xuất tiêu dùng nhanh được chọn mua nhiều nhất việt nam. chia sẻ về kết quả này, ông nguyễn quang trí - giám đốc điều hành marketing vinamilk - cho biết là công ty về dinh dưỡng, vinamilk hiểu rằng quyết định chọn mua cũng chính là sự tin tưởng của người tiêu dùng để chúng tôi chăm sóc sức khỏe cho chính họ, gia đình và những người họ yêu quý. chúng tôi sẽ không ngừng phát huy những giá trị di sản của thương hiệu, cải thiện trải nghiệm người dùng ở mọi kênh tiếp cận và tập trung vào phát triển bền vững để mang đến nhiều giá trị hơn nữa cho người tiêu dùng. đánh giá về thành tích của vinamilk, ông peter christou - tổng giám đốc kantar vietnam - cho rằng, có 2 yếu tố chính giúp vinamilk duy trì thứ hạng cao trong giỏ hàng của người tiêu dùng 2024. đầu tiên là chiến lược tái định vị, giúp phát huy những giá trị di sản của thương hiệu theo cách hấp dẫn hơn với thế hệ người tiêu dùng trẻ. nhưng quan trọng hơn, theo đại diện kantar, chính nét tính cách không ngừng đổi mới - sáng tạo là chìa khóa giúp thương hiệu sữa gần 50 năm tuổi giữ chắc vị trí dẫn đầu. tôi muốn nhấn mạnh về sự đổi mới. vinamilk liên tục tung ra thị trường những sản phẩm mới phục vụ mọi đối tượng người tiêu dùng và mọi nhu cầu, hay gợi ý cho họ nhiều cách sử dụng sản phẩm khác nhau. điều này đặc biệt quan trọng, trong bối cảnh người tiêu dùng ngày càng có nhiều lựa chọn. việc thu hút họ dùng thử sản phẩm của bạn đã khó, việc giữ họ quay lại để mua sản phẩm lần thứ 2, thứ 3 càng khó hơn nhiều. vinamilk đang làm rất tốt việc này qua nhiều năm liền, ông peter chia sẻ thêm. điển hình là sản phẩm sữa tươi vinamilk green farm - sản phẩm đánh dấu một bước tiến đột phá của vinamilk về công nghệ, khi áp dụng thành công công nghệ kép hút chân không, giúp sản phẩm sữa tươi giữ được hương vị thơm tự nhiên, thoảng chút cỏ hoa và hậu vị ngọt ngào. hay gần đây nhất, ông lớn ngành sữa trong nước tung ra thị trường dòng sản phẩm sữa hạt cao đạm vinamilk không đậu nành mới, kết hợp 7 loại hạt cao cấp lần đầu tiên có mặt tại việt nam. đối với sữa đặc ông thọ, nhãn hiệu nằm trong top 5 thương hiệu sữa được chọn mua nhiều nhất, vinamilk cũng ghi điểm với người tiêu dùng khi ra mắt 2 hương vị hoàn toàn mới sô cô la và dâu, mang đến trải nghiệm mới mẻ, khác biệt cho người dùng trẻ cùng bao bì dạng hộp đột phá có nắp vặn, giúp cả gia đình sử dụng và bảo quản tiện lợi hơn. ngoài ra, các chiến dịch truyền thông hướng dẫn người mua sử dụng các sản phẩm quen thuộc như sữa tươi, sữa đặc, sữa chua vào việc nấu nướng hoặc pha chế các món ăn, thức uống sáng tạo cũng tạo thành xu hướng, thu hút sự quan tâm đặc biệt của giới trẻ. theo báo cáo của kantar, trong năm 2023, việt nam có 11.662 sản phẩm mới được tung ra thị trường, tức có khoảng 32 sản phẩm mới mỗi ngày, tăng gấp đôi so với cách đây 10 năm. nhưng trong số hơn 10.000 sản phẩm được ra mắt, chỉ có khoảng 2,2 tương đương khoảng hơn 220 sản phẩm có thể đạt được điểm tiếp cận người tiêu dùng là một lần/năm, chưa kể đến việc thuyết phục họ chọn mua. điều đó cho thấy sự đổi mới liên tục đóng vai trò quan trọng để một sản phẩm có thể nổi bật và tạo dựng dấu ấn riêng. từ đó, thu hút thêm người mua và gia tăng sự hiện diện nhiều hơn trong giỏ hàng của người tiêu dùng. rõ ràng, cách làm mới mẻ của vinamilk không chỉ giúp thương hiệu mở rộng tệp khách hàng mà còn ngày càng gần gũi với nhóm người tiêu dùng chủ lực trong tương lai.","Theo báo cáo năm 2024, Vinamilk tiếp tục giữ vị trí dẫn đầu thị trường sữa Việt Nam với 3 trong 5 nhãn hiệu sữa được chọn mua nhiều nhất. Sự đổi mới liên tục với sản phẩm mới và chiến lược tái định vị thương hiệu là chìa khóa giúp Vinamilk duy trì vị trí hàng đầu, đặc biệt là trong bối cảnh thị trường tiêu dùng nhanh phát triển với sự cạnh tranh ngày càng gay gắt. 
"
3,120 doanh nghiệp việt nam - campuchia - lào dự hội chợ quốc tế ở an giang,"hội chợ diễn ra trong 7 ngày, từ 27.5 đến 2.6, các doanh nghiệp mang đến hội chợ hàng hóa đa dạng gồm nhiều sản phẩm mới, sản phẩm công nghiệp nông thôn tiêu biểu, sản phẩm ocop... chất lượng tốt, nhiều mẫu mã đa dạng. ông dông sô vat tha na, phó tỉnh trưởng takeo, campuchia đánh giá đây là cơ hội rất tốt trong việc phát huy các sản phẩm địa phương và nâng cao chất lượng, giá cả phải chăng, an toàn sử dụng, góp phần gia tăng năng lực cạnh tranh, đồng thời là cơ hội tìm kiếm đối tác bán hàng tiếp theo ngày càng nhiều hơn, phù hợp với thời đại thị trường tự do cả trong và ngoài khu vực. việc thu mua các sản phẩm địa phương đồng nghĩa với tạo công ăn việc làm cho người dân và một phần giúp xóa đói giảm nghèo, đồng thời củng cố và mở rộng tính ổn định của sản phẩm, nâng cao năng lực cạnh tranh trên thị trường quốc tế và làm sao góp phần thúc đẩy sự hiện diện của sản phẩm tại các thị trường, đặc biệt ngày càng có nhiều mặt hàng tại các siêu thị trong tương lai.","Hội chợ kéo dài 7 ngày, trưng bày đa dạng hàng hóa chất lượng cao từ các doanh nghiệp, góp phần thúc đẩy kinh tế địa phương và tạo cơ hội cho doanh nghiệp tiếp cận thị trường rộng lớn hơn. Ông Dông Sô Vat Tha Na, Phó tỉnh trưởng Takeo, Campuchia đánh giá cao sự kiện này bởi nó là cơ hội gia tăng năng lực cạnh tranh, tìm kiếm đối tác và góp phần xóa đói giảm nghèo cho người dân. Việc thu mua sản phẩm địa phương cũng góp phần nâng cao năng lực cạnh tranh và mở rộng thị trường quốc tế, hướng tới sự hiện diện mạnh mẽ hơn của sản phẩm tại các siêu thị trong tương lai.
"
4,13 doanh nghiệp việt lọt top 100 công ty lớn nhất khu vực đông nam á,"theo đó, 500 công ty tại 7 quốc gia indonesia, thái lan, singapore, malaysia, việt nam, philippines và campuchia và 57 lĩnh vực gồm hàng không, dệt may, hóa chất được fortune đánh giá dựa trên tiêu chí doanh thu năm 2023. fortune lần đầu thực hiện bảng xếp hạng này nhằm phản ánh câu chuyện tăng trưởng ấn tượng của khu vực thông qua sự phát triển và tăng trưởng của các công ty lớn trong đa lĩnh vực. việt nam có 70 doanh nghiệp góp mặt trong danh sách, trải dài từ tài chính, ngân hàng, bất động sản, năng lượng, lương thực, công nghiệp nặng, tới hàng không, bán lẻ... ngưỡng doanh thu tối thiểu để một doanh nghiệp lọt vào danh sách là hơn 460 triệu usd. tầm quan trọng của nền kinh tế khu vực nổi lên nhờ sự dịch chuyển của chuỗi cung ứng toàn cầu cùng sự lớn mạnh nhanh chóng của nhiều tập đoàn, doanh nghiệp lớn là động lực chính để tạp chí danh tiếng này tiến hành xếp hạng các công ty lớn nhất khu vực. bảng xếp hạng fortune southeast asia 500 trở thành hoạt động đánh giá thường niên bên cạnh chuỗi xếp hạng danh tiếng fortune 500, fortune global 500 và fortune europe 500. trong top 100, việt nam có 13 doanh nghiệp được vinh danh, gồm các nhà băng lớn như agribank, bidv, vietinbank, vpbank, mb, hay các tập đoàn đầu ngành petrolimex, vingroup, hòa phát, thế giới di động, vietnam airlines ngân hàng là lĩnh vực lớn thứ 2 ở đông nam á, theo thống kê từ bảng xếp hạng fortune southeast asia 500, với tổng doanh thu của 67 tổ chức tín dụng đạt 242 tỉ usd, chỉ xếp sau ngành năng lượng với đóng góp doanh thu lên tới gần 591 tỉ usd trong năm 2023. đứng ở vị trí 91 trong bảng xếp hạng fortune southeast asia 500, vpbank sánh vai cùng nhiều tổ chức tài chính tên tuổi của khu vực như dbs, uob và ocb của singapore, maybank và cimb của malaysia, hay kasikornbank và bangkok bank của thái lan, cùng nhiều ngân hàng khác như vietinbank, bidv, techcombank doanh thu của vpbank trong năm 2023, theo công thức tính của fortune, đạt xấp xỉ 4,05 tỉ usd, với lợi nhuận sau thuế ghi nhận ở mức gần 419 triệu usd, trong khi tổng tài sản chạm mốc 33,7 tỉ usd tại thời điểm 31.12.2023. ngân hàng hoạt động mạnh mẽ trong các phân khúc bán lẻ và sme, đang từng bước chinh phục phân khúc khách hàng fdi nhằm khai thác tiềm năng từ làn sóng đầu tư nước ngoài chảy mạnh vào việt nam trong những năm gần đây. năm 2023 ghi nhận cột mốc mới về vốn của vpbank, khi vốn chủ sở hữu của ngân hàng đạt xấp xỉ 140.000 tỉ đồng xấp xỉ 5,7 tỉ usd, đứng thứ 2 hệ thống ngân hàng việt, sau thương vụ bán 15 vốn cho cổ đông chiến lược smbc nhật bản.","Tạp chí Fortune đã công bố bảng xếp hạng Fortune Southeast Asia 500, bao gồm 500 công ty lớn nhất ở 7 quốc gia Đông Nam Á, đánh giá dựa trên doanh thu năm 2023. Việt Nam có 70 doanh nghiệp góp mặt trong danh sách, chứng tỏ sự phát triển kinh tế ấn tượng của Việt Nam với sự hiện diện của các tập đoàn lớn trong nhiều lĩnh vực như tài chính, ngân hàng, bất động sản, năng lượng, và hàng không. Ngành ngân hàng là lĩnh vực lớn thứ hai ở Đông Nam Á, với tổng doanh thu của 67 tổ chức tín dụng đạt 242 tỷ USD, chỉ xếp sau ngành năng lượng. 
"
5,13 trường hợp làm sổ đỏ không phải nộp tiền sử dụng đất,"2. một trong các giấy tờ về quyền sử dụng đất do cơ quan có thẩm quyền thuộc chế độ cũ cấp cho người sử dụng đất gồm bằng khoán điền thổ văn tự đoạn mãi bất động sản có chứng nhận của cơ quan thuộc chế độ cũ văn tự mua bán nhà ở, tặng cho nhà ở, đổi nhà ở, thừa kế nhà ở mà gắn liền với đất ở có chứng nhận của cơ quan thuộc chế độ cũ bản di chúc hoặc giấy thỏa thuận tương phân di sản về nhà ở được cơ quan thuộc chế độ cũ chứng nhận giấy phép cho xây cất nhà ở giấy phép hợp thức hóa kiến trúc của cơ quan thuộc chế độ cũ cấp bản án của tòa án thuộc chế độ cũ đã có hiệu lực thi hành. 4. giấy tờ chuyển nhượng quyền sử dụng đất, mua bán nhà ở gắn liền với đất ở, nay được ubnd cấp xã xác nhận đã sử dụng đất trước ngày 15.10.1993. 5. sổ mục kê, sổ kiến điền lập trước ngày 18.12.1980 mà có tên người sử dụng đất. 6. một trong các giấy tờ được lập trong quá trình thực hiện đăng ký ruộng đất theo chỉ thị số 299/ttg ngày 10.11.1980 của thủ tướng chính phủ về công tác đo đạc, phân hạng và đăng ký ruộng đất trong cả nước do cơ quan nhà nước đang quản lý mà có tên người sử dụng đất bao gồm biên bản xét duyệt của hội đồng đăng ký ruộng đất cấp xã xác định người đang sử dụng đất là hợp pháp bản tổng hợp các trường hợp sử dụng đất hợp pháp do ubnd cấp xã hoặc hội đồng đăng ký ruộng đất cấp xã hoặc cơ quan quản lý đất đai cấp huyện, cấp tỉnh lập đơn xin đăng ký quyền sử dụng ruộng đất giấy tờ về việc chứng nhận đã đăng ký quyền sử dụng đất của ubnd cấp xã, cấp huyện hoặc cấp tỉnh cấp cho người sử dụng đất. 7. giấy tờ về việc kê khai, đăng ký nhà cửa được ubnd cấp xã, cấp huyện hoặc cấp tỉnh xác nhận mà trong đó có ghi diện tích đất có nhà. 8. giấy tờ của đơn vị quốc phòng giao đất cho cán bộ, chiến sĩ làm nhà ở theo chỉ thị số 282/ct-qp ngày 11.7.1991 của bộ trưởng bộ quốc phòng mà việc giao đất đó phù hợp với quy hoạch sử dụng đất làm nhà ở của cán bộ, chiến sĩ trong quy hoạch đất quốc phòng đã được phê duyệt tại thời điểm giao đất. 9. dự án hoặc danh sách hoặc văn bản về việc di dân đi xây dựng khu kinh tế mới, di dân tái định cư được ubnd cấp huyện, cấp tỉnh hoặc cơ quan có thẩm quyền phê duyệt mà có tên người sử dụng đất. 10. giấy tờ có nội dung về quyền sở hữu nhà ở, công trình giấy tờ về việc xây dựng, sửa chữa nhà ở, công trình được ubnd cấp huyện, cấp tỉnh hoặc cơ quan quản lý nhà nước về nhà ở, xây dựng chứng nhận hoặc cho phép. 11. giấy tờ tạm giao đất của ubnd cấp huyện, cấp tỉnh đơn đề nghị được sử dụng đất được ubnd cấp xã, hợp tác xã nông nghiệp phê duyệt, chấp thuận trước ngày 1.7.1980 hoặc được ubnd cấp huyện, cấp tỉnh phê duyệt, chấp thuận.","Văn bản đề cập đến các loại giấy tờ chứng minh quyền sử dụng đất được cấp bởi các cơ quan có thẩm quyền thuộc chế độ cũ và hiện nay. Các giấy tờ này bao gồm: bằng khoán, văn tự mua bán, tặng cho, đổi nhà ở, thừa kế, giấy phép xây dựng, bản án của tòa án, sổ mục kê, sổ kiến điền, biên bản xét duyệt của hội đồng đăng ký ruộng đất, đơn xin đăng ký quyền sử dụng ruộng đất, giấy tờ kê khai, đăng ký nhà cửa, giấy tờ giao đất cho cán bộ, chiến sĩ quốc phòng, dự án di dân tái định cư, giấy tờ về quyền sở hữu nhà ở, công trình, giấy tờ tạm giao đất, đơn đề nghị được sử dụng đất. Văn bản cũng đề cập đến những giấy tờ được xác nhận bởi UBND cấp xã, huyện, tỉnh hoặc cơ quan có thẩm quyền. 
"
6,"15 ngân hàng tăng lãi suất, 4 nhà băng giảm","cbbank tăng 0,4 các kỳ hạn từ 1-12 tháng lên mức 3,7-5,55/năm. hiện mức cao nhất ở ngân hàng này là 5,85/năm kỳ hạn 24-36 tháng online. các ngân hàng còn lại tăng nhẹ từ 0,1-0,3 các kỳ hạn từ 1-60 tháng, cả tại quầy và online. một số ngân hàng giảm nhẹ lãi suất từ 0,05-0,25 cả tại quầy và online, bao gồm abbank, ocb, techcombank và seabank. còn số tiền dưới 200 tỉ đồng, mức lãi suất cao nhất là 6,1/năm tại 5 ngân hàng oceanbank, saigonbank, ncb và shb ở kỳ hạn 24-36 tháng online và hdbank kỳ hạn 18 tháng online. ở kỳ hạn 12 tháng, lãi suất cao nhất là 6/năm tại abbank. ở kỳ hạn 9 tháng hiện mức lãi suất cao nhất là 5,55/năm tại ncb. ở kỳ hạn 6 tháng, lãi suất cao nhất là 5,55/năm, tại cb.","Lãi suất tiền gửi tại nhiều ngân hàng thương mại đã tăng nhẹ trong tháng này, với mức tăng từ 0,1 - 0,4%/năm cho các kỳ hạn từ 1 - 60 tháng. Một số ngân hàng như ACB, OCB, Techcombank và Seabank giảm nhẹ lãi suất từ 0,05 - 0,25%. Mức lãi suất cao nhất hiện nay là 6,1%/năm cho khoản tiền dưới 200 tỷ đồng tại các ngân hàng Oceanbank, Saigonbank, NCB, SHB và HDBank, áp dụng cho kỳ hạn từ 18 - 36 tháng. 
"
7,150 doanh nghiệp tham gia hội chợ triển lãm tôn vinh hàng việt 2024,"ông nguyễn ngọc hòa, chủ tịch huba cho biết, các doanh nghiệp tham gia hội chợ tập trung trưng bày sản phẩm thực phẩm chế biến, hàng nhựa gia dụng, dệt may thời trang, dược phẩm và hóa mỹ phẩm, mỹ nghệ trang trí nội thất, dịch vụ bên cạnh đó, có các hoạt động ký kết dự án trăm doanh nghiệp, vạn đơn hàng, triệu tài khoản do viện nghiên cứu phát triển tp.hcm chủ trì với sự phối hợp của huba, tiktok việt nam và tập đoàn kido. dự án kỳ vọng giúp doanh nghiệp tiếp cận, khai thác và phát triển thương mại trên nền tảng livestream. trong khuôn khổ chương trình còn có workshop hỗ trợ doanh nghiệp việt đẩy mạnh xuất khẩu thông qua sàn thương mại điện tử alibaba của tập đoàn osb group. ông nguyễn văn dũng, phó chủ tịch ubnd tp.hcm, nhấn mạnh, thành phố luôn đánh giá cao sự nỗ lực của đội ngũ doanh nghiệp, doanh nhân đồng thời thể hiện rõ quan điểm tạo cơ hội cho hàng hóa làm tại việt nam không chỉ trên thị trường nội địa mà còn vươn ra thị trường toàn cầu. để từng bước khẳng định thương hiệu việt trên thị trường trong nước cũng như mở rộng ra nước ngoài, chính phủ đã có quyết định số 386 về việc ban hành đề án phát triển thị trường trong nước gắn với cuộc vận động người việt nam ưu tiên dùng hàng việt nam giai đoạn 2021 - 2025, với mục tiêu giữ thị phần hàng việt nam có thế mạnh với tỷ lệ hơn 85 tại kênh phân phối hiện đại và trên 80 kênh phân phối truyền thống. theo đó, các doanh nghiệp cần đưa ra thị trường những sản phẩm chất lượng với giá cả phù hợp, giúp thay đổi tâm lý người tiêu dùng hàng việt chinh phục người việt.","Hội chợ thương mại tập trung trưng bày sản phẩm của nhiều ngành hàng, đồng thời thúc đẩy hợp tác kinh doanh, kết nối doanh nghiệp với nền tảng livestream, hỗ trợ xuất khẩu qua sàn thương mại điện tử. Thành phố Hồ Chí Minh cam kết tạo điều kiện cho hàng hóa Việt Nam tiếp cận thị trường nội địa và quốc tế, đồng thời khuyến khích doanh nghiệp nâng cao chất lượng sản phẩm và giá trị thương hiệu để chinh phục người tiêu dùng Việt. Chính phủ Việt Nam cũng đưa ra chính sách ưu tiên sử dụng hàng Việt Nam, nhằm đẩy mạnh thị phần và khẳng định thương hiệu sản phẩm Việt trên thị trường. 
"
8,17.952 người bị tạm hoãn xuất cảnh do nợ thuế trong 7 tháng,"khoản 1 điều 21 nghị định 126/2020 của chính phủ quy định về các trường hợp tạm hoãn xuất cảnh như sau cá nhân, cá nhân là người đại diện theo pháp luật của người nộp thuế là doanh nghiệp thuộc trường hợp đang bị cưỡng chế thi hành quyết định hành chính về quản lý thuế chưa hoàn thành nghĩa vụ nộp thuế. người việt nam xuất cảnh để định cư ở nước ngoài chưa hoàn thành nghĩa vụ nộp thuế. người việt nam định cư ở nước ngoài trước khi xuất cảnh chưa hoàn thành nghĩa vụ nộp thuế. người nước ngoài trước khi xuất cảnh từ việt nam chưa hoàn thành nghĩa vụ nộp thuế. trong 7 tháng đầu năm, tổng thu ngân sách do cơ quan thuế quản lý ước đạt 1,019 triệu tỉ đồng, bằng 68,6 dự toán, tăng 14,9 so với cùng kỳ. trong đó, thu nội địa ước đạt 985.325 tỉ đồng, bằng 68,4 dự toán thu từ dầu thô ước đạt 34.377 tỉ đồng, bằng 74,7 dự toán. 14/20 khoản thuế, sắc thuế đạt trên 65 như thu từ khu vực kinh tế ngoài quốc doanh, thuế thu nhập cá nhân, phí - lệ phí, thu tiền cho thuê đất - thuê mặt nước, thu từ hoạt động xổ số. qua phân tích kết quả thu ngân sách nhà nước 7 tháng có thể thấy kinh tế có dấu hiệu dần hồi phục, tình hình sản xuất, kinh doanh có sự khởi sắc. kết quả này cho thấy tác động tích cực của các chính sách miễn, giảm, gia hạn thuế, phí, lệ phí của chính phủ.","Nghị định 126/2020 quy định về các trường hợp tạm hoãn xuất cảnh liên quan đến nghĩa vụ nộp thuế, bao gồm người nộp thuế bị cưỡng chế thi hành quyết định hành chính về quản lý thuế, người Việt Nam định cư ở nước ngoài và người nước ngoài chưa hoàn thành nghĩa vụ nộp thuế.  Trong bảy tháng đầu năm, tổng thu ngân sách nhà nước đạt 1,019 triệu tỉ đồng, tăng 14,9% so với cùng kỳ, phản ánh dấu hiệu phục hồi kinh tế và hiệu quả của các chính sách hỗ trợ doanh nghiệp.
"
9,174 tỉ usd phủ kín metro hà nội và tp.hcm bao giờ khả thi?,"mục tiêu đầu tư các tuyến đường sắt đô thị tp.hà nội, tp.hcm có tốc độ thiết kế 80 - 160 km/giờ, đường đôi, khổ đường 1.435 mm, điện khí hóa. đến năm 2045, sẽ hoàn thành đưa vào khai thác thêm khoảng 369,06 km tp.hà nội khoảng 200,7 km tp.hcm khoảng 168,36 km, đạt tỷ lệ 35 - 50 thị phần vận tải hành khách công cộng. đến năm 2060, sẽ xây dựng hoàn thành khoảng 158,66 km tuyến đường sắt đô thị tp.hcm, đạt tỷ lệ 55 - 60 thị phần vận tải hành khách công cộng. theo bộ gtvt, đây là lộ trình cần thiết để hoàn thành mục tiêu phát triển đường sắt đô thị tại tp.hà nội và tp.hcm theo tinh thần chỉ đạo tại kết luận số 49-kl/tw. góp ý cho việc đầu tư xây dựng hệ thống đường sắt đô thị tại hà nội và tp.hcm, bộ kh-đt cho rằng đề án tổng thể đầu tư xây dựng hệ thống đường sắt đô thị tại hà nội và tp.hcm đã chỉ ra các nguyên nhân khách quan và chủ quan dẫn đến các vướng mắc, khiến việc triển khai các dự án đường sắt đô thị chưa đáp ứng yêu cầu về tiến độ. tuy nhiên, bộ này cũng lưu ý bộ gtvt và các thành phố cần rà soát, bổ sung nguyên nhân chủ quan và khách quan liên quan tới quyết tâm chính trị công tác chỉ đạo điều hành của các cấp, ngành việc tổ chức thực hiện các dự án chưa kịp thời mục tiêu ưu tiên phát triển đường sắt đô thị cơ sở pháp lý sự thiếu đồng bộ các cơ chế, chính sách dẫn đến chất lượng chuẩn bị dự án chưa tốt, chậm trễ trong thực hiện các dự án... ngoài ra, theo bộ kh-đt, cần làm rõ phương án huy động vốn và ảnh hưởng tới các chỉ tiêu tài chính quốc gia của kế hoạch phủ kín mạng đường sắt đô thị tại hà nội và tp.hcm. ước tính tổng nhu cầu vốn đầu tư phát triển mạng lưới đường sắt đô thị tại 2 thành phố vào năm 2035 là rất lớn, cần khoảng 174,06 tỉ usd, bao gồm 145,26 tỉ usd cho nhu cầu đầu tư, xây dựng và 28,8 tỉ usd cho vận hành khai thác. tuy nhiên, bộ kh-đt cho rằng, phương án huy động vốn đầu tư các dự án đường sắt đô thị phụ thuộc vào quyết định lựa chọn công nghệ trong trường hợp huy động nguồn vốn oda hoặc vay tín dụng xuất khẩu do các đối tác thường áp dụng điều kiện vay ràng buộc đi kèm công nghệ.","Chính phủ Việt Nam đặt mục tiêu phát triển mạng lưới đường sắt đô thị tại Hà Nội và TP. Hồ Chí Minh với tổng chiều dài dự kiến là 527,72 km, đạt tỷ lệ 35-60% thị phần vận tải hành khách công cộng đến năm 2060. Tuy nhiên, việc triển khai dự án gặp nhiều vướng mắc, đặc biệt là thiếu vốn đầu tư với ước tính khoảng 174,06 tỷ USD, do đó cần rà soát và bổ sung các nguyên nhân chủ quan, khách quan để đẩy nhanh tiến độ thực hiện. Bộ Kế hoạch và Đầu tư đề xuất Bộ Giao thông vận tải và các thành phố cần làm rõ phương án huy động vốn, đặc biệt là ảnh hưởng đến các chỉ tiêu tài chính quốc gia khi lựa chọn công nghệ và nguồn vốn ODA.
"
